Cidade,area,quartos,banheiro,estacionamento,animais,Valor do Aluguel,Iptu,Seguranca Incendio,total
Sao Paulo,55,2,1,1,acept,1399,0,18,1417
Sao Paulo,130,3,2,1,acept,5500,209,70,5779
Sao Paulo,82,3,2,2,not acept,2600,209,33,2842
Sao Paulo,100,3,2,1,acept,1200,38,16,1254
Sao Paulo,122,2,2,2,acept,3950,640,51,4641
Porto Alegre,87,2,1,0,acept,1300,64,19,1383
Belo Horizonte,70,2,1,2,acept,780,0,11,791
Rio de Janeiro,123,3,2,1,acept,3700,237,48,3985
Porto Alegre,91,3,2,2,acept,3390,150,50,3590
Sao Paulo,50,1,1,0,acept,1100,0,14,1114
Sao Paulo,189,4,3,3,acept,5780,440,74,6294
Campinas,45,2,1,1,acept,850,25,11,886
Rio de Janeiro,35,1,1,0,acept,1950,50,26,2026
Sao Paulo,350,5,5,4,not acept,7200,1417,92,8709
Belo Horizonte,73,1,1,0,not acept,1460,142,20,1622
Sao Paulo,35,2,1,1,acept,2100,0,32,2132
Sao Paulo,685,4,3,5,acept,13000,3120,165,16285
Sao Paulo,140,5,2,1,acept,3999,200,51,4250
Sao Paulo,78,3,3,2,acept,2800,117,36,2953
Sao Paulo,200,6,4,2,acept,5600,4710,85,10395
Porto Alegre,102,2,2,1,acept,3000,259,44,3303
Campinas,48,2,1,1,acept,1000,66,13,1079
Sao Paulo,84,3,2,1,not acept,2175,185,28,2388
Sao Paulo,80,2,1,1,acept,1300,40,20,1360
Sao Paulo,391,4,5,2,acept,10000,1999,127,12126
Sao Paulo,227,4,4,3,not acept,15000,750,191,15941
Sao Paulo,180,3,3,4,acept,6500,859,83,7442
Belo Horizonte,178,4,4,4,acept,3900,409,52,4361
Sao Paulo,105,1,1,2,not acept,8700,417,111,9228
Sao Paulo,26,1,1,0,acept,4300,60,55,4415
Sao Paulo,200,2,3,1,acept,4500,0,58,4558
Belo Horizonte,78,2,2,2,acept,1300,100,18,1418
Sao Paulo,309,4,5,3,acept,12000,734,181,12915
Porto Alegre,66,3,2,1,acept,1500,40,22,1562
Rio de Janeiro,20,1,1,0,not acept,1650,0,22,1672
Campinas,35,1,1,1,acept,750,32,10,792
Sao Paulo,130,2,4,3,acept,6000,667,77,6744
Sao Paulo,120,3,1,0,acept,1210,207,16,1433
Rio de Janeiro,75,2,2,0,not acept,2200,59,29,2288
Sao Paulo,120,3,3,2,not acept,7300,400,93,7793
Rio de Janeiro,65,2,1,1,acept,1530,0,20,1550
Sao Paulo,20,1,1,0,acept,1800,130,23,1953
Sao Paulo,62,3,1,2,acept,1400,156,18,1574
Sao Paulo,129,3,4,2,acept,3000,600,39,3639
Sao Paulo,70,2,2,4,acept,3000,190,46,3236
Rio de Janeiro,38,1,1,0,not acept,1700,82,22,1804
Porto Alegre,120,3,3,3,acept,5000,0,74,5074
Sao Paulo,180,2,3,2,acept,3150,301,48,3499
Sao Paulo,82,1,1,2,acept,8000,267,102,8369
Belo Horizonte,58,2,2,2,acept,1400,100,19,1519
Sao Paulo,52,2,1,1,not acept,2400,78,31,2509
Sao Paulo,67,2,1,0,acept,1300,56,17,1373
Belo Horizonte,100,3,1,1,acept,2900,301,39,3240
Sao Paulo,570,4,5,4,acept,10870,2016,138,13024
Sao Paulo,54,2,1,1,acept,2200,0,28,2228
Campinas,150,4,2,0,acept,2500,184,38,2722
Sao Paulo,32,1,1,1,acept,3870,42,50,3962
Sao Paulo,127,3,2,2,acept,5000,250,76,5326
Porto Alegre,58,2,1,1,acept,800,24,12,836
Sao Paulo,230,3,2,2,acept,4590,309,69,4968
Sao Paulo,60,1,1,0,not acept,1600,192,25,1817
Porto Alegre,60,1,1,0,not acept,1170,0,18,1188
Sao Paulo,245,3,5,4,acept,11500,1584,146,13230
Sao Paulo,180,3,2,2,acept,7000,1200,89,8289
Porto Alegre,42,1,1,1,acept,900,19,14,933
Porto Alegre,41,1,1,0,acept,1090,84,16,1190
Belo Horizonte,800,4,4,3,acept,8000,834,132,8966
Belo Horizonte,700,7,6,5,acept,15000,1161,246,16407
Sao Paulo,140,3,3,2,acept,2300,0,35,2335
Porto Alegre,222,4,3,2,acept,4000,200,59,4259
Porto Alegre,122,3,3,2,acept,2500,149,37,2686
Rio de Janeiro,62,1,1,0,not acept,2700,156,35,2891
Sao Paulo,107,2,2,0,not acept,3150,0,40,3190
Belo Horizonte,59,2,2,0,not acept,1400,112,19,1531
Rio de Janeiro,40,1,1,0,acept,1360,1,18,1379
Campinas,72,3,1,1,acept,1075,49,14,1138
Belo Horizonte,400,4,6,4,acept,6000,668,80,6748
Sao Paulo,84,2,3,2,acept,6900,165,88,7153
Belo Horizonte,80,3,2,2,acept,1800,167,24,1991
Sao Paulo,90,2,2,0,acept,1750,0,27,1777
Belo Horizonte,413,4,4,0,acept,7900,692,106,8698
Sao Paulo,120,4,4,1,acept,4500,67,68,4635
Belo Horizonte,66,2,1,1,acept,1000,25,14,1039
Rio de Janeiro,140,3,2,1,not acept,3000,305,39,3344
Belo Horizonte,190,4,2,2,acept,3500,287,47,3834
Sao Paulo,325,5,5,4,acept,6000,420,91,6511
Rio de Janeiro,60,2,2,0,acept,2300,205,30,2535
Sao Paulo,310,4,4,3,acept,7000,675,106,7781
Sao Paulo,100,2,2,2,acept,6500,42,83,6625
Campinas,120,2,1,0,acept,1100,95,14,1209
Belo Horizonte,52,2,1,1,not acept,730,0,10,740
Sao Paulo,52,2,1,1,acept,1100,45,14,1159
Campinas,115,3,3,1,acept,1900,30,25,1955
Rio de Janeiro,47,1,1,1,acept,1000,0,13,1013
Sao Paulo,66,2,1,1,not acept,1780,0,23,1803
Sao Paulo,100,2,1,2,acept,1650,0,25,1675
Porto Alegre,55,2,1,1,acept,1319,75,20,1414
Sao Paulo,200,3,4,3,not acept,12000,1261,153,13414
Campinas,51,2,1,1,not acept,800,50,11,861
Sao Paulo,140,3,3,2,acept,2580,1000,33,3613
Belo Horizonte,200,4,4,3,acept,4200,580,56,4836
Porto Alegre,30,2,2,1,acept,1275,50,19,1344
Belo Horizonte,87,3,2,2,acept,3500,125,47,3672
Porto Alegre,100,3,2,1,acept,1800,211,27,2038
Sao Paulo,48,1,1,1,not acept,2000,0,8,2008
Rio de Janeiro,40,1,1,1,not acept,1160,91,15,1266
Porto Alegre,78,2,2,1,acept,2300,105,34,2439
Porto Alegre,41,1,2,1,acept,2800,67,41,2908
Sao Paulo,200,3,4,3,acept,5500,843,70,6413
Belo Horizonte,234,3,3,3,acept,8200,340,135,8675
Rio de Janeiro,136,3,1,0,acept,3000,0,39,3039
Sao Paulo,250,3,4,4,acept,3300,852,42,4194
Rio de Janeiro,125,3,2,1,not acept,3000,250,39,3289
Sao Paulo,86,2,1,0,acept,1387,130,21,1538
Porto Alegre,62,2,1,0,acept,1100,32,17,1149
Sao Paulo,120,3,2,2,acept,3110,111,47,3268
Campinas,61,1,1,0,acept,1900,43,25,1968
Porto Alegre,160,3,2,1,acept,2500,170,37,2707
Campinas,64,1,1,0,acept,1100,50,14,1164
Rio de Janeiro,70,3,2,1,acept,2100,94,28,2222
Campinas,258,2,2,1,acept,1400,67,22,1489
Belo Horizonte,163,4,3,2,acept,2300,136,31,2467
Sao Paulo,360,4,5,4,acept,1700,1417,22,3139
Rio de Janeiro,90,2,2,1,not acept,3973,422,52,4447
Sao Paulo,50,1,1,0,acept,1100,0,17,1117
Rio de Janeiro,264,4,4,1,not acept,7000,1067,91,8158
Rio de Janeiro,70,2,1,0,acept,2500,199,19,2718
Sao Paulo,126,2,2,1,not acept,3120,204,40,3364
Sao Paulo,35,1,1,1,not acept,2700,0,35,2735
Porto Alegre,98,2,2,1,acept,1300,54,19,1373
Rio de Janeiro,47,2,1,1,acept,1375,0,18,1393
Sao Paulo,70,3,2,1,acept,2000,109,26,2135
Porto Alegre,85,3,3,0,not acept,2500,72,45,2617
Rio de Janeiro,90,2,2,1,acept,3800,253,49,4102
Sao Paulo,250,3,4,3,acept,9000,834,115,9949
Rio de Janeiro,160,4,2,0,acept,6800,142,104,7046
Sao Paulo,25,1,1,0,not acept,1200,35,16,1251
Sao Paulo,97,2,3,2,acept,3300,243,42,3585
Sao Paulo,33,1,1,0,not acept,4000,0,51,4051
Rio de Janeiro,66,2,1,1,acept,1100,44,15,1159
Sao Paulo,78,3,2,2,acept,1540,230,20,1790
Sao Paulo,248,3,4,3,acept,6000,742,77,6819
Sao Paulo,163,3,2,1,acept,4000,84,51,4135
Sao Paulo,332,5,4,3,acept,15000,1167,191,16358
Sao Paulo,30,1,1,1,acept,1850,70,24,1944
Rio de Janeiro,172,3,3,3,acept,5000,800,65,5865
Belo Horizonte,100,3,2,0,acept,1550,125,26,1701
Sao Paulo,260,4,4,2,acept,5200,184,79,5463
Sao Paulo,432,5,7,6,acept,15000,3007,191,18198
Sao Paulo,46,2,1,1,not acept,1180,25,15,1220
Sao Paulo,999,5,7,4,not acept,15000,459,226,15685
Belo Horizonte,274,6,6,2,acept,9000,671,148,9819
Rio de Janeiro,76,2,1,0,acept,1000,50,13,1063
Belo Horizonte,210,4,4,2,not acept,4200,283,56,4539
Sao Paulo,400,4,5,4,acept,11000,2028,166,13194
Sao Paulo,110,3,2,1,acept,1200,350,16,1566
Sao Paulo,20,1,1,0,acept,1800,130,23,1953
Sao Paulo,160,3,2,2,not acept,3500,250,53,3803
Rio de Janeiro,95,3,2,2,acept,5800,430,75,6305
Sao Paulo,38,1,1,0,not acept,2001,0,26,2027
Sao Paulo,220,4,3,3,acept,5500,1092,70,6662
Belo Horizonte,396,4,5,6,acept,10000,250,164,10414
Sao Paulo,360,4,7,5,acept,3990,2505,51,6546
Rio de Janeiro,25,1,1,0,acept,1910,0,25,1935
Sao Paulo,120,3,2,8,acept,3000,386,46,3432
Sao Paulo,556,6,7,4,acept,7500,1084,113,8697
Belo Horizonte,100,3,1,1,acept,1970,92,33,2095
Sao Paulo,40,1,1,0,not acept,780,17,12,809
Campinas,55,2,1,1,acept,700,0,9,709
Rio de Janeiro,60,2,1,0,not acept,2000,57,26,2083
Sao Paulo,70,3,1,2,not acept,3200,140,41,3381
Sao Paulo,52,2,1,1,acept,1200,65,16,1281
Rio de Janeiro,110,3,2,1,not acept,2500,140,33,2673
Sao Paulo,53,2,1,1,acept,1800,22,23,1845
Sao Paulo,188,1,3,2,not acept,8000,550,102,8652
Porto Alegre,121,3,2,1,acept,1900,200,28,2128
Sao Paulo,80,1,1,1,not acept,1300,84,20,1404
Belo Horizonte,160,4,2,2,acept,2700,305,36,3041
Sao Paulo,285,4,5,4,acept,20000,1834,254,22088
Sao Paulo,70,2,1,0,acept,1350,0,21,1371
Campinas,53,2,2,1,acept,1900,54,25,1979
Rio de Janeiro,320,3,6,3,acept,6490,900,84,7474
Rio de Janeiro,96,2,2,2,acept,7500,434,97,8031
Sao Paulo,35,1,1,1,acept,2100,0,27,2127
Campinas,375,4,5,0,acept,10000,825,151,10976
Sao Paulo,60,2,1,0,acept,1700,245,26,1971
Belo Horizonte,100,7,2,1,acept,2800,28,46,2874
Rio de Janeiro,82,2,1,0,acept,4950,59,76,5085
Sao Paulo,57,1,1,0,acept,6000,17,77,6094
Sao Paulo,485,5,6,6,acept,13000,2495,165,15660
Sao Paulo,61,1,2,1,not acept,1930,87,25,2042
Rio de Janeiro,28,1,1,0,acept,1009,0,7,1016
Sao Paulo,130,3,2,1,not acept,7500,417,96,8013
Porto Alegre,119,3,1,0,acept,2100,84,31,2215
Sao Paulo,123,3,1,1,not acept,3800,348,49,4197
Campinas,96,2,1,1,acept,1800,52,23,1875
Rio de Janeiro,120,3,2,2,acept,5500,250,71,5821
Rio de Janeiro,89,3,1,1,acept,2000,90,26,2116
Sao Paulo,190,3,3,2,not acept,9000,888,115,10003
Belo Horizonte,402,4,4,4,acept,7500,483,123,8106
Rio de Janeiro,40,1,1,0,acept,1180,0,16,1196
Sao Paulo,210,4,3,3,acept,4000,750,51,4801
Sao Paulo,77,2,2,1,acept,3170,34,41,3245
Belo Horizonte,65,3,1,1,not acept,900,69,12,981
Sao Paulo,160,3,4,3,acept,2770,475,42,3287
Rio de Janeiro,80,2,3,1,acept,3100,240,40,3380
Porto Alegre,110,3,2,0,not acept,2070,100,31,2201
Porto Alegre,132,3,2,2,acept,3350,167,49,3566
Belo Horizonte,90,3,2,2,acept,3500,325,47,3872
Porto Alegre,50,2,1,1,acept,1540,0,23,1563
Sao Paulo,55,3,1,1,acept,1800,121,23,1944
Sao Paulo,40,1,1,0,acept,3480,142,45,3667
Rio de Janeiro,38,2,2,1,acept,3200,200,42,3442
Sao Paulo,50,2,1,1,acept,1100,50,14,1164
Sao Paulo,136,3,3,1,acept,7500,290,96,7886
Rio de Janeiro,140,3,2,2,acept,2700,169,35,2904
Rio de Janeiro,150,4,2,2,acept,9000,834,116,9950
Belo Horizonte,65,2,2,1,acept,1400,81,19,1500
Sao Paulo,41,3,2,1,not acept,6500,0,83,6583
Sao Paulo,180,3,3,1,acept,6000,294,77,6371
Porto Alegre,425,4,4,0,acept,15000,750,267,16017
Porto Alegre,70,2,1,1,acept,1800,63,27,1890
Sao Paulo,460,6,6,4,acept,6500,109,98,6707
Rio de Janeiro,70,2,2,1,not acept,6000,835,78,6913
Sao Paulo,25,1,1,0,acept,2200,45,28,2273
Sao Paulo,274,4,5,6,acept,11000,767,166,11933
Sao Paulo,42,1,1,2,acept,3380,0,43,3423
Porto Alegre,64,2,1,1,acept,980,34,15,1029
Rio de Janeiro,31,1,1,0,acept,1350,67,18,1435
Sao Paulo,74,2,1,0,acept,2850,0,37,2887
Sao Paulo,110,2,3,3,not acept,1890,0,24,1914
Sao Paulo,20,1,1,0,acept,1800,130,23,1953
Belo Horizonte,91,2,3,1,acept,2350,221,32,2603
Porto Alegre,85,2,3,1,acept,3000,125,44,3169
Sao Paulo,42,1,1,1,not acept,3000,192,39,3231
Porto Alegre,359,3,4,2,acept,7000,292,103,7395
Porto Alegre,89,2,1,0,not acept,1190,0,18,1208
Sao Paulo,50,1,1,0,not acept,750,0,12,762
Sao Paulo,43,1,1,0,acept,1600,17,21,1638
Sao Paulo,40,1,1,1,not acept,5000,184,64,5248
Campinas,42,1,1,1,acept,1750,75,23,1848
Rio de Janeiro,143,3,2,1,acept,2058,84,27,2169
Porto Alegre,140,3,1,1,acept,4445,166,65,4676
Sao Paulo,60,1,1,1,acept,750,9,10,769
Rio de Janeiro,121,1,1,0,acept,6800,300,88,7188
Porto Alegre,148,3,2,2,acept,3990,167,59,4216
Rio de Janeiro,130,4,3,0,acept,9900,141,128,10169
Rio de Janeiro,35,1,1,0,acept,4500,9900,58,14458
Rio de Janeiro,85,3,2,1,acept,4170,225,54,4449
Sao Paulo,40,1,1,0,not acept,900,25,14,939
Rio de Janeiro,53,2,1,1,acept,1239,0,16,1255
Sao Paulo,80,3,2,2,acept,2650,92,34,2776
Sao Paulo,77,3,3,2,acept,2400,70,37,2507
Sao Paulo,103,3,2,2,acept,7550,209,96,7855
Porto Alegre,78,2,2,0,acept,1500,167,22,1689
Sao Paulo,158,3,4,2,acept,2750,142,35,2927
Sao Paulo,300,4,4,3,acept,13100,1500,166,14766
Rio de Janeiro,65,2,1,1,acept,1000,125,13,1138
Sao Paulo,58,2,2,1,not acept,2055,0,27,2082
Sao Paulo,250,3,4,0,acept,5000,1334,64,6398
Sao Paulo,440,4,4,4,acept,10200,2849,130,13179
Porto Alegre,39,1,1,1,acept,2200,50,33,2283
Porto Alegre,45,2,2,0,not acept,1300,0,24,1324
Belo Horizonte,200,4,3,3,acept,7900,700,106,8706
Porto Alegre,40,1,1,0,acept,1250,6,19,1275
Belo Horizonte,75,2,1,1,acept,849,71,12,932
Campinas,85,2,2,1,acept,1310,79,17,1406
Rio de Janeiro,57,2,1,1,acept,1000,43,13,1056
Sao Paulo,60,3,1,0,not acept,1950,109,25,2084
Campinas,46,2,1,1,acept,850,18,11,879
Belo Horizonte,57,2,2,1,acept,1460,125,20,1605
Sao Paulo,102,3,2,2,acept,4200,250,54,4504
Sao Paulo,61,2,2,1,acept,2300,21,30,2351
Rio de Janeiro,29,1,1,0,acept,1770,83,23,1876
Sao Paulo,280,3,3,2,acept,8000,600,121,8721
Sao Paulo,210,3,3,4,acept,6500,1400,83,7983
Sao Paulo,130,3,3,3,acept,4000,146,61,4207
Porto Alegre,45,1,1,0,acept,900,658,14,1572
Belo Horizonte,45,1,1,1,acept,2900,9,39,2948
Rio de Janeiro,40,1,1,0,acept,2000,50,26,2076
Sao Paulo,175,1,1,2,acept,1600,167,25,1792
Sao Paulo,750,4,5,8,acept,15000,4338,226,19564
Sao Paulo,60,2,3,2,not acept,1200,182,16,1398
Sao Paulo,86,2,1,1,not acept,3800,155,49,4004
Porto Alegre,75,2,2,2,acept,2200,95,33,2328
Porto Alegre,281,4,3,4,acept,4950,442,88,5480
Porto Alegre,70,2,2,1,acept,2200,92,33,2325
Rio de Janeiro,280,3,3,2,acept,8000,1680,104,9784
Sao Paulo,30,1,1,0,acept,1850,0,24,1874
Campinas,100,2,2,1,acept,2000,0,26,2026
Sao Paulo,271,3,2,2,acept,4800,646,73,5519
Sao Paulo,123,3,3,2,not acept,3400,334,44,3778
Sao Paulo,59,2,2,0,acept,3900,143,50,4093
Sao Paulo,130,2,3,3,acept,1830,0,28,1858
Porto Alegre,58,1,1,1,acept,1200,27,18,1245
Sao Paulo,42,1,1,1,acept,2325,128,30,2483
Sao Paulo,168,3,2,4,not acept,3500,317,53,3870
Sao Paulo,430,4,7,6,acept,7990,300,121,8411
Rio de Janeiro,90,3,2,1,acept,980,120,13,1113
Rio de Janeiro,36,1,1,0,acept,2000,0,26,2026
Rio de Janeiro,45,1,1,1,acept,2700,196,35,2931
Belo Horizonte,73,3,1,1,acept,1400,121,19,1540
Sao Paulo,38,1,1,0,not acept,950,0,13,963
Sao Paulo,95,3,2,1,acept,2300,0,30,2330
Campinas,60,1,1,1,acept,1700,37,22,1759
Belo Horizonte,60,2,1,1,not acept,2000,66,27,2093
Sao Paulo,44,1,1,1,not acept,2000,29,26,2055
Porto Alegre,39,1,1,1,not acept,900,27,14,941
Campinas,30,1,1,0,not acept,1100,9,14,1123
Sao Paulo,250,3,3,2,not acept,3700,459,56,4215
Sao Paulo,170,3,3,3,acept,3500,209,53,3762
Sao Paulo,65,2,1,0,acept,1800,167,28,1995
Sao Paulo,320,3,3,4,acept,4320,142,65,4527
Sao Paulo,60,2,1,3,acept,2200,188,34,2422
Porto Alegre,100,3,1,0,acept,1870,59,28,1957
Sao Paulo,100,2,2,2,acept,2800,450,36,3286
Sao Paulo,45,2,1,0,acept,900,42,12,954
Sao Paulo,270,5,7,2,acept,3978,89,60,4127
Rio de Janeiro,90,3,2,1,not acept,3500,350,46,3896
Campinas,51,2,1,2,not acept,1850,56,24,1930
Sao Paulo,72,2,2,1,acept,1760,30,23,1813
Rio de Janeiro,45,1,1,1,not acept,2000,50,26,2076
Porto Alegre,60,2,1,0,acept,1090,25,16,1131
Sao Paulo,213,3,3,2,not acept,6500,475,83,7058
Sao Paulo,33,1,1,0,not acept,1305,0,17,1322
Campinas,74,3,1,1,acept,814,49,11,874
Sao Paulo,120,3,1,1,acept,2625,0,26,2651
Rio de Janeiro,45,1,1,0,acept,1900,13,25,1938
Sao Paulo,59,2,2,1,acept,3478,75,14,3567
Rio de Janeiro,35,1,1,0,not acept,4500,67,58,4625
Sao Paulo,253,4,5,3,acept,4100,0,52,4152
Campinas,78,3,2,1,acept,1600,67,21,1688
Belo Horizonte,200,4,3,3,not acept,5000,547,67,5614
Sao Paulo,128,3,3,2,acept,3800,605,49,4454
Belo Horizonte,200,5,2,5,acept,4000,148,54,4202
Sao Paulo,60,2,2,1,acept,1250,38,16,1304
Sao Paulo,244,3,4,2,acept,12000,648,153,12801
Sao Paulo,120,2,1,1,not acept,3000,280,46,3326
Campinas,145,4,3,2,acept,5700,292,73,6065
Sao Paulo,120,3,2,1,acept,4675,200,60,4935
Campinas,34,1,1,0,acept,650,70,9,729
Sao Paulo,90,2,1,2,acept,2000,0,26,2026
Campinas,76,2,1,0,acept,700,100,9,809
Sao Paulo,69,3,2,1,acept,2000,6,26,2032
Sao Paulo,150,3,2,0,acept,2500,150,38,2688
Sao Paulo,101,2,2,1,acept,1700,0,22,1722
Sao Paulo,225,3,3,2,acept,10800,670,137,11607
Sao Paulo,220,4,4,4,acept,4500,540,58,5098
Porto Alegre,79,2,1,0,acept,1880,67,28,1975
Sao Paulo,25,1,1,0,acept,1200,25,19,1244
Sao Paulo,277,3,5,4,acept,9000,771,136,9907
Sao Paulo,282,4,4,3,acept,10000,1334,127,11461
Sao Paulo,200,4,5,3,not acept,5500,997,70,6567
Porto Alegre,45,1,1,2,acept,2300,9,34,2343
Sao Paulo,280,4,4,3,acept,6553,0,84,6637
Sao Paulo,155,4,3,2,acept,3500,459,45,4004
Sao Paulo,44,1,1,1,acept,1900,19,25,1944
Belo Horizonte,312,4,5,4,acept,8000,890,107,8997
Rio de Janeiro,90,2,1,0,acept,1200,142,16,1358
Sao Paulo,64,2,1,1,acept,1850,75,24,1949
Sao Paulo,150,2,2,3,not acept,8000,570,102,8672
Sao Paulo,65,2,1,0,acept,1300,70,17,1387
Porto Alegre,47,1,1,1,not acept,2200,0,33,2233
Rio de Janeiro,40,1,1,0,acept,1980,84,26,2090
Sao Paulo,50,1,1,0,acept,1800,0,23,1823
Belo Horizonte,120,3,3,2,acept,2320,125,39,2484
Rio de Janeiro,95,3,1,0,acept,3000,140,39,3179
Rio de Janeiro,25,1,1,2,not acept,1650,42,22,1714
Sao Paulo,202,4,3,4,acept,12000,1896,153,14049
Rio de Janeiro,30,1,1,0,acept,1000,17,13,1030
Porto Alegre,30,1,1,0,acept,850,18,13,881
Belo Horizonte,1000,3,4,2,acept,5000,365,82,5447
Porto Alegre,80,3,1,1,acept,1700,125,25,1850
Belo Horizonte,120,4,3,2,acept,3250,0,44,3294
Sao Paulo,249,3,3,3,acept,9000,834,136,9970
Sao Paulo,90,3,3,2,acept,2600,360,33,2993
Rio de Janeiro,91,2,2,1,acept,3450,201,45,3696
Sao Paulo,36,1,1,0,acept,1162,19,15,1196
Sao Paulo,51,2,1,1,acept,2900,114,37,3051
Sao Paulo,287,4,4,4,not acept,11300,2590,144,14034
Rio de Janeiro,65,2,2,1,acept,6700,262,87,7049
Sao Paulo,84,2,2,2,not acept,9600,217,122,9939
Sao Paulo,43,1,1,1,not acept,3600,133,46,3779
Sao Paulo,58,2,1,1,acept,1540,0,20,1560
Sao Paulo,208,4,4,3,acept,8000,1672,102,9774
Sao Paulo,462,7,2,3,not acept,8600,834,130,9564
Sao Paulo,167,3,2,1,acept,9500,500,121,10121
Sao Paulo,62,2,1,1,not acept,1236,34,16,1286
Porto Alegre,75,2,2,0,acept,2500,140,37,2677
Campinas,244,5,7,4,acept,8000,500,102,8602
Sao Paulo,309,4,7,8,acept,8000,1250,121,9371
Porto Alegre,40,1,1,0,acept,950,100,14,1064
Porto Alegre,90,2,1,0,acept,950,26,14,990
Porto Alegre,47,1,1,0,not acept,1100,0,17,1117
Porto Alegre,143,3,2,3,acept,6000,698,88,6786
Sao Paulo,230,3,4,3,not acept,4210,1167,54,5431
Sao Paulo,580,6,6,6,acept,6960,2084,105,9149
Sao Paulo,238,4,4,3,acept,15000,542,191,15733
Sao Paulo,113,3,4,3,acept,3400,178,44,3622
Sao Paulo,115,2,2,2,not acept,3800,259,49,4108
Sao Paulo,80,1,2,1,acept,4000,109,51,4160
Rio de Janeiro,300,4,4,3,acept,4500,803,58,5361
Campinas,70,1,1,2,acept,1450,5,22,1477
Sao Paulo,52,2,1,0,acept,990,0,13,1003
Sao Paulo,55,2,1,1,acept,1530,100,20,1650
Rio de Janeiro,58,2,1,1,acept,750,44,10,804
Campinas,50,2,1,1,acept,1150,0,15,1165
Campinas,40,1,1,0,acept,500,17,7,524
Sao Paulo,164,3,2,1,acept,3700,198,47,3945
Porto Alegre,76,2,2,0,acept,2100,49,38,2187
Sao Paulo,80,2,1,1,acept,2800,209,36,3045
Belo Horizonte,300,5,4,3,acept,15000,417,246,15663
Porto Alegre,75,2,2,2,acept,1600,122,24,1746
Sao Paulo,280,3,4,2,acept,8000,667,121,8788
Porto Alegre,50,1,1,1,not acept,1200,50,18,1268
Sao Paulo,74,1,2,2,acept,5500,294,70,5864
Sao Paulo,73,2,1,1,acept,2080,0,27,2107
Campinas,280,4,3,4,acept,3100,341,47,3488
Rio de Janeiro,403,3,4,2,acept,15000,667,194,15861
Campinas,424,4,5,4,acept,3315,358,50,3723
Sao Paulo,190,4,5,3,acept,4000,417,51,4468
Sao Paulo,454,4,3,4,acept,10900,917,164,11981
Sao Paulo,138,3,2,1,not acept,7600,238,97,7935
Sao Paulo,600,5,5,6,acept,15000,2100,191,17291
Campinas,58,2,1,1,acept,3500,64,45,3609
Sao Paulo,38,1,1,0,acept,2500,0,32,2532
Sao Paulo,113,2,2,1,acept,3000,50,39,3089
Sao Paulo,70,2,1,0,not acept,1700,25,26,1751
Rio de Janeiro,90,2,1,0,acept,4000,1,52,4053
Sao Paulo,183,4,4,3,acept,5000,834,64,5898
Rio de Janeiro,20,1,1,0,acept,1370,25,18,1413
Belo Horizonte,66,2,1,1,acept,500,23,7,530
Rio de Janeiro,92,2,2,0,acept,2700,250,35,2985
Porto Alegre,70,2,1,0,not acept,1800,0,27,1827
Sao Paulo,93,3,2,1,acept,3400,227,44,3671
Sao Paulo,220,4,5,4,not acept,3230,1577,41,4848
Sao Paulo,20,1,1,0,not acept,600,40,8,648
Sao Paulo,92,3,2,2,not acept,2200,198,34,2432
Belo Horizonte,50,2,1,0,not acept,1200,250,16,1466
Sao Paulo,300,3,5,2,not acept,13900,809,177,14886
Porto Alegre,90,3,1,1,acept,1750,90,26,1866
Campinas,36,1,1,0,not acept,500,10,7,517
Rio de Janeiro,70,2,2,0,acept,2250,135,29,2414
Sao Paulo,200,3,3,2,acept,3500,292,53,3845
Rio de Janeiro,160,3,2,1,acept,6800,513,88,7401
Sao Paulo,135,3,2,3,acept,2800,635,36,3471
Sao Paulo,70,1,1,0,acept,1200,34,19,1253
Belo Horizonte,95,2,1,1,not acept,2000,94,27,2121
Sao Paulo,60,2,2,2,acept,1900,90,25,2015
Sao Paulo,36,1,1,0,acept,860,50,11,921
Sao Paulo,136,3,3,3,acept,6000,600,77,6677
Sao Paulo,250,3,2,2,acept,3500,250,53,3803
Sao Paulo,330,3,5,3,acept,15000,2500,191,17691
Belo Horizonte,65,3,2,1,not acept,950,82,13,1045
Campinas,380,3,4,4,acept,8000,534,121,8655
Sao Paulo,350,5,5,4,acept,3000,467,46,3513
Campinas,70,2,1,0,acept,700,39,9,748
Rio de Janeiro,65,2,2,0,acept,1500,70,20,1590
Sao Paulo,45,1,1,1,not acept,5520,0,70,5590
Rio de Janeiro,95,2,2,0,acept,3430,263,45,3738
Sao Paulo,120,2,1,1,acept,1600,167,25,1792
Sao Paulo,248,3,4,3,acept,5300,1521,68,6889
Sao Paulo,100,2,1,2,not acept,3300,317,50,3667
Sao Paulo,394,4,6,4,acept,4000,2500,51,6551
Campinas,209,3,3,2,not acept,2550,237,39,2826
Rio de Janeiro,16,1,1,0,acept,555,30,8,593
Sao Paulo,49,2,1,1,acept,1700,135,22,1857
Rio de Janeiro,70,2,2,1,not acept,4100,13,53,4166
Rio de Janeiro,150,3,2,3,acept,2430,38,32,2500
Porto Alegre,58,2,1,1,acept,1320,67,20,1407
Sao Paulo,200,3,4,1,not acept,6000,375,77,6452
Belo Horizonte,400,3,3,0,acept,3500,142,58,3700
Sao Paulo,196,3,4,2,not acept,3300,559,42,3901
Porto Alegre,40,1,1,0,not acept,2000,0,30,2030
